Thái	O	GPE	Place	O
đẫm	O	O	O	O
máu	O	O	O	O
và	O	O	O	O
đang	O	O	O	O
từng	O	O	O	O
bước	O	O	O	O
hồi_phục	O	O	O	O
.	O	O	O	O

Về	O	O	O	O
những	O	O	O	O
chỉ_trích	O	O	O	O
gần	O	O	O	O
đây	O	O	O	O
đối_với	O	O	O	O
dự_thảo	O	O	O	O
ân_xá	Pardon	O	O	E
,	O	O	O	O
ông	O	O	O	O
Thaksin	O	O	O	O
tin	O	O	O	O
rằng	O	O	O	O
chính_phủ	O	O	O	O
sẽ	O	O	O	O
không	O	O	O	O
thực_thi	O	O	O	O
bất_cứ	O	O	O	O
hành_động	O	O	O	O
nào	O	O	O	O
chỉ	O	O	O	O
để	O	O	O	O
làm	O	O	O	O
lợi	O	O	O	O
cho	O	O	O	O
riêng	O	O	O	O
ông	O	O	O	O
.	O	O	O	O

Theo	O	O	O	O
nguồn_tin	O	O	O	O
của	O	O	O	O
đảng	O	ORG	O	O
Pheu_Thai	O	ORG	O	O
,	O	O	O	O
ông	O	PER	Defendant	O
Thaksin	O	PER	Defendant	O
đã	O	O	O	O
yêu_cầu	O	O	O	O
đảng	O	O	O	O
này	O	O	O	O
huỷ	O	O	O	O
kế_hoạch	O	O	O	O
ân_xá	Pardon	O	O	E
nhằm	O	O	O	O
tạo	O	O	O	O
điều_kiện	O	O	O	O
cho	O	O	O	O
ông	O	PER	O	O
hồi_hương	Transport	O	O	O
.	O	O	O	O

Theo	O	O	O	O
nguồn_tin	O	O	O	O
của	O	O	O	O
đảng	O	ORG	O	O
Pheu_Thai	O	ORG	O	O
,	O	O	O	O
ông	O	PER	O	O
Thaksin	O	PER	O	O
đã	O	O	O	O
yêu_cầu	O	O	O	O
đảng	O	O	O	O
này	O	O	O	O
huỷ	O	O	O	O
kế_hoạch	O	O	O	O
ân_xá	Pardon	O	O	O
nhằm	O	O	O	O
tạo	O	O	O	O
điều_kiện	O	O	O	O
cho	O	O	O	O
ông	O	PER	Agent	O
hồi_hương	Transport	O	O	E
.	O	O	O	O

Nội_các	O	O	O	O
Thái_Lan	O	O	O	O
đã	O	O	O	O
đề	O	O	O	O
ra	O	O	O	O
dự_thảo	O	O	O	O
ân_xá	Pardon	O	O	E
tuần	O	O	O	O
trước	O	O	O	O
cho	O	O	O	O
những	O	PER	Defendant	O
tù_nhân	O	PER	Defendant	O
trên	O	PER	Defendant	O
60	O	PER	Defendant	O
tuổi	O	PER	Defendant	O
và	O	PER	Defendant	O
bị	O	PER	Defendant	O
kết_án	Sentence	PER	Defendant	O
dưới	O	SEN	Defendant	O
3	O	SEN	Defendant	O
năm	O	SEN	Defendant	O
.	O	O	O	O

Nội_các	O	O	O	O
Thái_Lan	O	O	O	O
đã	O	O	O	O
đề	O	O	O	O
ra	O	O	O	O
dự_thảo	O	O	O	O
ân_xá	Pardon	O	O	O
tuần	O	O	O	O
trước	O	O	O	O
cho	O	O	O	O
những	O	PER	Defendant	O
tù_nhân	O	PER	Defendant	O
trên	O	PER	Defendant	O
60	O	PER	Defendant	O
tuổi	O	PER	Defendant	O
và	O	PER	Defendant	O
bị	O	PER	Defendant	O
kết_án	Sentence	PER	Defendant	O
dưới	O	SEN	Defendant	O
3	O	SEN	Defendant	O
năm	O	SEN	Defendant	O
.	O	O	O	O

Lệnh	O	O	O	O
ân_xá	Pardon	O	O	E
được	O	O	O	O
chính_phủ	O	ORG	Adjudicator	O
Thái_Lan	O	ORG	Adjudicator	O
đưa	O	O	O	O
ra	O	O	O	O
hàng	O	TIME	Time	O
năm	O	TIME	Time	O
vào	O	TIME	Time	O
dịp	O	TIME	Time	O
sinh_nhật	O	TIME	Time	O
của	O	TIME	Time	O
Quốc_vương	O	TIME	Time	O
Bhumibol_Adulyadej	O	TIME	Time	O
,	O	TIME	Time	O
ngày	O	TIME	Time	O
5/12	O	TIME	Time	O
.	O	O	O	O

Việc	O	O	O	O
đưa	O	O	O	O
ra	O	O	O	O
dự_thảo	O	O	O	O
lệnh	O	O	O	O
ân_xá	O	O	O	O
mở_đường	O	O	O	O
cho	O	O	O	O
cựu	O	O	O	O
thủ_tướng	O	O	O	O
Thaksin_Shinawatra	O	O	O	O
trở_về	O	O	O	O
Thái_Lan	O	O	O	O
đã	O	O	O	O
bị	O	O	O	O
phe	O	ORG	Entity	O
đối_lập	O	ORG	Entity	O
lên_án	O	O	O	O
gay_gắt	O	O	O	O
và	O	O	O	O
tổ_chức	O	O	O	O
biểu_tình	Demonstrate	O	O	E
phản_đối	O	O	O	O
.	O	O	O	O

Tuy_nhiên	O	O	O	O
,	O	O	O	O
sau	O	O	O	O
khi	O	O	O	O
ông	O	O	O	O
Pol	O	O	O	O
tuyên_bố	O	O	O	O
rút	O	O	O	O
lại	O	O	O	O
dự_thảo	O	O	O	O
,	O	O	O	O
cuộc	O	O	O	O
biểu_tình	Demonstrate	O	O	E
dự_kiến	O	O	O	O
diễn	O	O	O	O
ra	O	O	O	O
hôm_nay	O	TIME	Time	O
cũng	O	O	O	O
được	O	O	O	O
huỷ_bỏ	O	O	O	O
.	O	O	O	O

Ông	O	PER	Defendant	O
đang	O	O	O	O
sống	O	O	O	O
lưu_vong	O	O	O	O
tại	O	O	O	O
Dubai	O	O	O	O
nhằm	O	O	O	O
tránh	O	O	O	O
hai	O	O	O	O
năm	O	O	O	O
tù	O	O	O	O
vì	O	O	O	O
bị	O	O	O	O
truy_tố	Charge-indict	O	O	E
tội	O	O	O	O
tham_nhũng	O	CRIME	Crime	O
.	O	O	O	O

