trụ_sở	O
công_an	O
.	O

Ảnh	O
CTV	O

Ngày	O
14/3	O
cơ_quan	O
CSĐT	O
Công_an	O
tỉnh	O
Hưng_Yên	O
ra	O
quyết_định	O
khởi_tố	Charge-indict
bắt	Arrest-jail
tạm	Arrest-jail
giam	Arrest-jail
Đỗ_Đình_Tiến	O
48	O
tuổi	O
trú	O
tại	O
xã	O
Minh_Đức	O
huyện	O
Mỹ_Hào	O
để	O
điều_tra	O
về	O
hành_vi	O
Cố_ý	O
gây	O
thương_tích	O
.	O

Nhà_chức_trách	O
cho_hay	O
lúc	O
8h30	O
ngày	O
13/3	O
Tiến	O
mang	O
theo	O
dao	O
trong	O
người	O
đi	Transport
vào	Transport
Ban	O
công_an	O
xã	O
thắc_mắc	O
về	O
vấn_đề	O
đất_đai	O
.	O

Ông	O
Nguyễn_Phụng_Huy	O
–	O
Trưởng	O
Công_an	O
xã	O
tiếp_chuyện	O
và	O
đang	O
giải_thích	O
thì	O
bị	O
Tiến	O
rút	O
dao	O
chém	Attack
thẳng	O
vào	O
người	O
ông	O
Huy	O
né	O
được	O
và	O
bỏ	O
chạy	Transport
ra	O
cửa	O
thì	O
vấp_ngã	O
.	O

Không	O
dừng	O
lại	O
Tiến	O
xông	O
ra	O
chém	Attack
tiếp	O
vào	O
tay	O
ông	O
Huy	O
phó	O
công_an	O
xã	O
Vũ_Đồng_Hiệu	O
chạy	O
tới	O
can_ngăn	O
cũng	O
bị	O
Tiến	O
chém	Attack
vào	O
đầu	O
.	O

Gây	O
án	O
xong	O
Tiến	O
bỏ	O
chạy	Transport
về	Transport
nhà	O
thì	O
bị	O
công_an	O
huyện	O
Mỹ_Hào	O
bắt_giữ	Arrest-jail
.	O

Trưởng	O
và	O
phó	O
công_an	O
xã	O
Minh_Đức	O
được	O
đưa	O
đi	Transport
cấp_cứu	O
tại	O
bệnh_viện	O
Đa_khoa	O
khu_vực	O
Phố_Nối	O
do	O
vết_thương	O
nặng	O
nên	O
đã	O
chuyển	Transport
lên	O
bệnh_viện	O
Việt_Đức	O
Hà_Nội	O
điều_trị	O
.	O

Ông	O
Trần_Thanh_Mẫn	O
Trần_Cẩm_Tú	O
được	Elect
bầu	Elect
vào	O
Ban_bí_thư	O
.	O

Sáng	O
9/5	O
Hội_nghị	O
Trung_ương	O
7	O
khoá	O
XII	O
đã	O
biểu_quyết	O
đồng_ý	O
để	O
ông	O
Trần_Quốc_Vượng	O
Uỷ_viên	O
Bộ_Chính_trị	O
Thường_trực	O
Ban_bí_thư	O
Chủ_nhiệm	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
thôi	End-position
giữ	End-position
chức	O
Uỷ_viên	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
và	O
Chủ_nhiệm	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
khoá	O
XII	O
.	O

Trung_ương	O
Đảng	O
cũng	O
đã	O
bầu	Elect
ông	O
Trần_Cẩm_Tú	O
Uỷ_viên	O
Trung_ương	O
Đảng	O
Phó	O
chủ_nhiệm	O
thường_trực	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
giữ	O
chức	O
Chủ_nhiệm	O
cơ_quan	O
này	O
bầu	Elect
ông	O
Hoàng_Văn_Trà	O
Phó	O
bí_thư	O
Tỉnh_uỷ	O
Chủ_tịch	O
UBND	O
tỉnh	O
Trưởng_đoàn	O
đại_biểu	O
Quốc_hội	O
tỉnh	O
Phú_Yên	O
giữ	O
chức	O
Uỷ_viên	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
khoá	O
XII	O
.	O

Cũng	O
trong	O
sáng	O
nay	O
Trung_ương	O
đã	Elect
bầu	Elect
bổ_sung	O
ông	O
Trần_Thanh_Mẫn	O
Uỷ_viên	O
Trung_ương	O
Đảng	O
Bí_thư	O
Đảng_đoàn	O
Chủ_tịch	O
Uỷ_ban	O
Trung_ương	O
Mặt_trận	O
Tổ_quốc	O
Việt_Nam	O
và	O
ông	O
Trần_Cẩm_Tú	O
làm	O
Uỷ	O
viên	O
Ban_bí_thư	O
khoá	O
XII	O
.	O

Ông	O
Trần_Thanh_Mẫn	O
.	O

Ảnh	O
Võ_Hải	O

Ông	O
Trần_Thanh_Mẫn	O
56	O
tuổi	O
quê	O
ở	O
xã	O
Thạnh_Xuân	O
huyện	O
Châu_Thành_A	O
tỉnh	O
Hậu_Giang	O
.	O

Ông	O
là	O
tiến_sỹ	O
kinh_tế	O
Uỷ_viên	O
Trung_ương	O
Đảng	O
khoá	O
X	O
dự_khuyết	O
XI	O
XII	O
đại	O
biểu	O
Quốc_hội	O
khoá	O
XIII	O
XIV	O
.	O

Trước	O
khi	O
thay	O
ông	O
Nguyễn_Thiện_Nhân	O
làm	O
Chủ_tịch	O
Uỷ_ban	O
Trung_ương	O
Mặt_trận	O
Tổ_quốc	O
Việt_Nam	O
vào	O
tháng	O
6/2017	O
ông	O
Mẫn	O
là	O
Phó	O
bí_thư	O
Đảng_đoàn	O
Phó	O
chủ_tịch	O
Tổng_thư_ký	O
UBTW	O
MTTQ	O
VN	O
.	O

Ông	O
Mẫn	O
trưởng_thành	O
từ	O
phong_trào	O
thanh_niên	O
bắt_đầu	O
là	O
cán_bộ	O
rồi	O
Bí_thư	O
Huyện_đoàn	O
Châu_Thành	O
tỉnh	O
Hậu_Giang	O
.	O

Từ	O
năm	O
1988	O
đến	O
1992	O
ông	O
là	O
Phó	O
bí_thư	O
Tỉnh_đoàn	O
Hậu_Giang	O
hai	O
năm	O
sau	O
đó	O
giữ	O
chức	O
Bí_thư	O
Tỉnh_đoàn	O
Cần_Thơ	O
.	O

Từ	O
năm	O
1994	O
ông	O
chuyển	O
công_tác	O
sang	O
UBND	O
tỉnh	O
làm	O
Chánh_Văn_phòng	O
UBND	O
tỉnh	O
Cần_Thơ	O
rồi	O
làm	O
Phó	O
chủ_tịch	O
tỉnh	O
này	O
.	O

Sau	O
khi	O
đi	O
luân_chuyển	O
làm	O
Bí_thư	O
Quận_uỷ	O
Bình_Thuỷ	O
năm	O
2008	O
ông	O
trở_về	O
làm	O
Phó	O
bí_thư	O
Thành_uỷ	O
Chủ_tịch	O
UBND	O
thành_phố	O
Cần_Thơ	O
.	O

Đến	O
năm	O
2011	O
ông	O
giữ	O
chức	O
Bí_thư	O
Thành_uỷ	O
Chủ_tịch	O
UBND	O
thành_phố	O
Cần_Thơ	O
.	O

Tháng	O
10/2015	O
ông	O
Mẫn	O
ra	O
Hà_Nội	O
làm	O
Phó	O
chủ_tịch	O
Uỷ_ban	O
Trung_ương	O
Mặt_trận	O
Tổ_quốc	O
Việt_Nam	O
từ	O
tháng	O
4/2016	O
là	O
Phó	O
chủ_tịch	O
Tổng_thư_ký	O
UBTW	O
MTTQ	O
VN	O
.	O

Ông	O
Trần_Cẩm_Tú	O
.	O

Ảnh	O
PV	O

Ông	O
Trần_Cẩm_Tú	O
57	O
tuổi	O
quê	O
ở	O
xã	O
Sơn_Bằng	O
huyện	O
Hương_Sơn	O
tỉnh	O
Hà_Tĩnh	O
Uỷ_viên	O
Trung_ương	O
Đảng	O
khoá	O
X	O
dự_khuyết	O
XI	O
XII	O
.	O

Ông	O
Tú	O
trưởng_thành	O
từ	O
quê	O
nhà	O
Hà_Tĩnh	O
từng	O
giữ	O
chức	O
Bí	O
thư	O
Huyện_uỷ	O
Hương_Sơn	O
và	O
Chủ	O
nhiệm	O
Uỷ_ban	O
Kiểm_tra	O
Tỉnh	O
uỷ	O
Hà_Tĩnh	O
.	O

Tại	O
Hội_nghị	O
Trung_ương	O
9	O
Khoá	O
X	O
đầu	O
năm	O
2009	O
ông	O
được	Elect
bầu	Elect
bổ_sung	O
làm	O
Uỷ_viên	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
.	O

Đầu	O
năm	O
2011	O
ông	O
được	Elect
bầu	Elect
làm	O
Phó	O
chủ_nhiệm	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
và	O
đến	O
tháng	O
8/2011	O
Bộ	O
Chính	O
trị	O
điều	O
động	O
ông	O
đi	O
làm	O
Bí_thư	O
Tỉnh_uỷ	O
Thái_Bình	O
.	O

Tháng	O
3/2015	O
ông	O
Trần_Cẩm_Tú	O
thôi	End-position
giữ	End-position
chức	O
Bí_thư	O
Tỉnh_uỷ	O
Thái_Bình	O
và	O
được	O
phân_công	O
trở_lại	Start-position
làm	Start-position
Phó	O
chủ_nhiệm	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
.	O

Từ	O
năm	O
2016	O
đến	O
nay	O
ông	O
giữ	Start-position
chức	Start-position
Phó	O
chủ_nhiệm	O
thường_trực	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
.	O

Ông	O
Hoàng_Văn_Trà	O
54	O
tuổi	O
quê	O
ở	O
xã	O
Nghi_Xuân	O
huyện	O
Nghi_Lộc	O
tỉnh	O
Nghệ_An	O
.	O

Ông	O
là	O
thạc_sĩ	O
kinh_tế	O
cử_nhân	O
luật	O
Trưởng_đoàn	O
đại_biểu	O
Quốc_hội	O
tỉnh	O
Phú_Yên	O
khoá	O
XIV	O
.	O

Năm	O
2014	O
khi	O
đang	O
là	O
uỷ_viên	O
Uỷ_ban	O
Kiểm_tra	O
Trung_ương	O
ông	O
được	O
Trung_ương	O
điều_động	O
chỉ_định	O
tham_gia	O
Ban_chấp_hành	O
Ban	O
thường_vụ	O
và	O
giữ	O
chức	O
Phó	O
bí_thư	O
Tỉnh_uỷ	O
Phú_Yên	O
khoá	O
XV	O
nhiệm_kỳ	O
2010-2015	O
.	O

Tại	O
Đại_hội	O
Đảng_bộ	O
tỉnh	O
Phú_Yên	O
khoá	O
XVI	O
nhiệm_kỳ	O
2015-2020	O
ông	O
Trà	O
tiếp_tục	O
được	Elect
bầu	Elect
giữ	O
chức	O
Phó	O
bí_thư	O
Tỉnh_uỷ	O
.	O

Tháng	O
11/2015	O
tại	O
phiên	O
họp	O
bất_thường	O
HĐND	O
tỉnh	O
Phú_Yên	O
ông	O
được	Elect
bầu	Elect
làm	O
Chủ_tịch	O
UBND	O
tỉnh	O
nhiệm_kỳ	O
2011-2016	O
.	O

Nga	O
điều	Transport
17	O
tàu_chiến	O
sau	O
khi	O
Mỹ	O
đe_doạ	O
không_kích	Attack
Syria	O
.	O

Tàu	O
hộ_vệ	O
Đô_đốc	O
Grigorovich	O
trên	O
đường	O
tới	Transport
Địa_Trung_Hải	O
hồi	O
năm	O
2017	O
.	O

Ảnh	O
Livejournal	O
.	O

Bốn	O
tàu_chiến	O
của	O
hải_quân	O
Nga	O
bao_gồm	O
một	O
tàu	O
quét	O
mìn	O
thuộc	O
Đề_án	O
226M	O
Valentin_Pikul	O
770	O
và	O
một	O
tàu	O
cứu_hộ	O
thuộc	O
Đề_án	O
2287	O
Nikolay_Muru	O
ngày	O
26/8	O
đã	O
đi	Transport
qua	O
eo_biển	O
Bosphorus	O
để	O
hướng	O
tới	O
quân_cảng	O
Tartus	O
do	O
Moskva	O
vận_hành	O
ở	O
Syria	O
theo	O
Almasdar_News	O
.	O

Trước	O
đó	O
hải_quân	O
Nga	O
ngày	O
25/8	O
cũng	O
điều	Transport
hai	O
tàu	O
hộ_vệ	O
mang	O
tên_lửa	O
Kalibr	O
là	O
Đô_đốc	O
Grigorovich	O
và	O
Đô_đốc	O
Essen	O
từ	O
quân_cảng	O
Sevastopol	O
tới	O
khu_vực	O
ngoài	O
khơi	O
Syria	O
để	O
tăng_cường	O
sức_mạnh	O
cho	O
lực_lượng	O
tác_chiến	O
tại	O
Địa_Trung_Hải	O
.	O

Trong	O
quá_trình	O
di_chuyển	O
các	O
tàu	O
hộ_vệ	O
Nga	O
đã	O
tiến_hành	O
nhiều	O
cuộc	O
diễn_tập	O
chiến_đấu	O
như	O
phát_hiện	O
và	O
theo_dõi	O
tàu_ngầm	O
đối_phương	O
bằng	O
trực_thăng	O
săn	O
ngầm	O
Ka	O
-27	O
PL	O
.	O

Tổng_cộng	O
17	O
tàu_chiến	O
của	O
Nga	O
đã	O
vượt	O
a	O
eo	O
biển	O
Bosphorus	O
để	O
tới	Transport
Syria	O
trong	O
tuần	O
qua	O
.	O

Động_thái	O
của	O
hải_quân	O
Nga	O
diễn	O
ra	O
chỉ	O
vài	O
ngày	O
Cố_vấn	O
An_ninh	O
Quốc_gia	O
Mỹ	O
John_Bolton	O
hôm	O
23/8	O
cảnh_báo	O
Washington	O
sẽ	O
phát_động	O
một	O
cuộc	O
không_kích	Attack
mới	O
nhằm	O
vào	O
Syria	O
nếu	O
phát_hiện	O
Damascus	O
sử_dụng	O
vũ_khí_hoá_học	O
tấn_công_dân_thường	Attack
.	O

Phát_ngôn_viên	O
Bộ	O
Quốc_phòng	O
Nga	O
Thiếu_tướng	O
Igor_Konashenkov	O
ngày	O
25/8	O
cáo_buộc	O
các	O
nhóm	O
phiến	O
quân	O
ở	O
Idlib	O
miền	O
nam	O
Syria	O
đang	O
chuẩn_bị	O
dàn_dựng	O
một	O
cuộc	O
tấn_công	O
hoá_học	O
nhằm	O
đổ	O
tội	O
cho	O
quân_đội	O
chính_phủ	O
và	O
tạo	O
cớ	O
cho	O
Mỹ	O
cùng	O
đồng_minh	O
phát_động	O
không_kích	O
.	O

Washington	O
và	O
đồng_minh	O
từng	O
hai	O
lần	O
không_kích	Attack
lãnh_thổ	O
Syria	O
để	O
đáp	O
trả	O
cáo_buộc	O
Damascus	O
triển_khai	O
vũ_khí_hoá_học	O
tấn_công_dân_thường	O
.	O

Cuộc	O
tấn_công	O
đầu	O
diễn	O
ra	O
ngày	O
7/4/2017	O
khi	O
hải_quân	O
Mỹ	O
phóng	Attack
59	O
tên_lửa	O
hành_trình	O
Tomahawk	O
vào	O
sân_bay	O
Shayrat	O
.	O

Ngày	O
14/4/2018	O
Mỹ	O
Anh	O
và	O
Pháp	O
tiếp_tục	O
không_kích	Attack
quy_mô	O
lớn	O
bằng	O
105	O
tên_lửa	O
hành_trình	O
nhằm	O
vào	O
các	O
cơ_sở	O
bị	O
nghi	O
là	O
nơi	O
nghiên_cứu	O
tích_trữ	O
vũ_khí_hoá_học	O
của	O
chính_phủ	O
Syria	O
.	O

Cả	O
Syria	O
và	O
Nga	O
đều	O
bác_bỏ	O
cáo_buộc	O
cho_rằng	O
đó	O
là	O
hành_động	O
do	O
lực_lượng	O
nổi_dậy	O
dàn_dựng	O
.	O

Quân_cảng	O
Tartus	O
nằm	O
ở	O
bờ	O
biển	O
phía	O
tây	O
Syria	O
.	O

Đồ_hoạ	O
BBC	O
.	O

Bé	O
gái	O
12	O
tuổi	O
nghi	O
bị	O
cưỡng_hiếp	O
đến	O
chết	Die

Đi	O
chăn	O
bò	O
từ	O
buổi_trưa	O
nhưng	O
đến	O
chiều_tối	O
cháu	O
N.T.Q	O
.	O
ngụ	O
huyện	O
Bố_Trạch	O
Quảng_Bình	O
vẫn	O
chưa	O
về	O
nên	O
người_nhà	O
vội_vã	O
đi	O
tìm	O
và	O
phát_hiện	O
em	O
chết	Die
bên	O
vệ	O
đường	O
.	O

Ngày	O
10/2	O
thông_tin	O
từ	O
Công_an	O
huyện	O
Bố_Trạch	O
Quảng_Bình	O
cho_biết	O
vào	O
19h	O
ngày	O
9/2	O
cháu	O
N.T	O
.	O

Q	O
SN	O
2002	O
trú	O
thôn	O
1	O
Khe_Gát	O
xã	O
Xuân_Trạch	O
huyện	O
Bố_Trạch	O
Quảng_Bình	O
đã	O
được	O
người_dân	O
phát_hiện	O
nằm	O
chết	Die
bên	O
vệ	O
đường	O
ở	O
khu_vực	O
phía	O
nam	O
đường	O
Hồ_Chí_Minh	O
nhánh	O
Đông	O
thuộc	O
khu	O
di_tích	O
lich	O
sử	O
sân_bay	O
Khe_Gát	O
xã	O
Xuân_Trạch	O
.	O

Ảnh	O
minh_hoạ	O

Qua	O
khám_nghiệm	O
trên	O
người	O
cháu	O
Q.	O
có	O
một_số	O
dấu_vết	O
nghi	O
bị	O
cưỡng_hiếp	O
.	O

Trưa	O
ngày	O
9/2	O
cháu	O
Q.	O
được	O
mẹ	O
bảo	O
đi	O
chăn	O
bò	O
như	O
thường_lệ	O
nhưng	O
đến	O
chiều_tối	O
vẫn	O
chưa	O
về	O
.	O

Chị	O
N.T.C	O
SN	O
1970	O
mẹ	O
của	O
Q.	O
vội_vã	O
đi	O
tìm	O
ở	O
nhiều	O
nơi	O
nhưng	O
không	O
thấy	O
.	O

Đến	O
khoảng	O
19h	O
cùng	O
ngày	O
người_nhà	O
phát_hiện	O
cháu	O
nằm	O
chết	Die
bên	O
vệ	O
đường	O
.	O

Công_an	O
huyện	O
Bố_Trạch	O
đang	O
điều_tra	O
làm	O
rõ	O
nguyên_nhân	O
vụ_việc	O
.	O

Theo	O
Zing.vn	O

Trung_Quốc	O
phản_đối	O
dùng	O
vũ_lực	O
ở	O
Syria	O
.	O

Tên_lửa	O
Tomhawk	O
hôm	O
7/4	O
được	O
phóng	Attack
từ	O
một	O
tàu_khu_trục	O
Mỹ	O
ở	O
đông	O
Địa_Trung_Hải	O
.	O

Ảnh	O
Reuters	O

"	O
Việc	O
quyết_định	O
tương_lai	O
Syria	O
phụ_thuộc	O
vào	O
người	O
Syria	O
"	O
Tass	O
dẫn	O
lời	O
bà	O
Hoa	O
Xuân_Doanh	O
phát_ngôn_viên	O
Bộ	O
Ngoại_giao	O
Trung_Quốc	O
hôm_nay	O
nói	O
trong	O
họp	O
báo	O
đồng	O
thời	O
tuyên_bố	O
Bắc_Kinh	O
sẵn_sàng	O
"	O
làm_việc	O
với	O
tất_cả	O
các	O
bên	O
nhằm	O
giải_quyết	O
cuộc	O
khủng_hoảng	O
càng	O
sớm	O
càng	O
tốt	O
"	O
.	O

"	O
Trung_Quốc	O
luôn	O
phản_đối	O
sử_dụng	O
vũ_lực	O
trong	O
quan_hệ	O
quốc_tế	O
và	O
kêu_gọi	O
bảo_toàn	O
chủ_quyền	O
lãnh_thổ	O
"	O
bà	O
Hoa	O
cho	O
biết	O
nhấn_mạnh	O
khủng_hoảng	O
ở	O
Syria	O
chỉ	O
có_thể	O
được	O
giải_quyết	O
bằng	O
biện_pháp	O
chính_trị	O
.	O

Ngày	O
7/4	O
hai	O
tàu_chiến	O
Mỹ	O
tại	O
đông	O
Địa_Trung_Hải	O
phóng	Attack
59	O
tên_lửa	O
hành_trình	O
vào	O
căn_cứ	O
không_quân	O
Shayrat	O
ở	O
tỉnh	O
Homs	O
Syria	O
.	O

Tổng_thống	O
Mỹ_Donald	O
Trump	O
quyết	O
định	O
ra_lệnh	O
phóng	O
tên_lửa	O
đúng	O
thời_điểm	O
đang	O
tiếp_đón	O
Chủ_tịch	O
Trung_Quốc	O
Tập_Cận_Bình	O
tại	O
khu	O
nghỉ_dưỡng	O
Mar	O
a	O
Lago	O
bang	O
Florida	O
.	O

Bà	O
Hoa	O
tuần	O
trước	O
cũng	O
kêu_gọi	O
các	O
bên	O
bình_tĩnh	O
kiềm_chế	O
tránh	O
gia_tăng	O
căng_thẳng	O
khi	O
bình_luận	O
về	O
cuộc	O
không_kích	O
của	O
Mỹ	O
.	O

Washington	O
cho_rằng	O
cuộc	O
không_kích	O
là	O
hành_động	O
phản_ứng	O
trước	O
vụ	O
tấn_công	Attack
bằng	O
vũ_khí_hoá_học	O
ở	O
tỉnh	O
Idlib	O
hôm	O
4/4	O
.	O

Mỹ	O
cáo_buộc	O
chính_phủ	O
Syria	O
đứng	O
sau	O
cuộc	O
tấn_công	O
nhưng	O
Syria	O
bác_bỏ	O
.	O

Nga	O
coi	O
cuộc	O
không_kích	Attack
của	O
Mỹ	O
là	O
hành_động	O
xâm_lược	Attack
một	O
quốc_gia	O
có	O
chủ_quyền	O
.	O

Trọng_Giáp	O

Trump	O
cân_nhắc	O
ân_xá	Pardon
cho	O
huyền_thoại	O
quyền_anh	O
từ_chối	O
tham_chiến	O
ở	O
Việt_Nam	O
.	O

Huyền_thoại	O
quyền_anh	O
Muhammad_Ali	O
.	O

Ảnh	O
AP	O

Phát_biểu	O
hôm	O
8/6	O
trước	O
khi	O
lên_đường	O
đến	Transport
hội_nghị	O
thượng_đỉnh	O
G7	O
ở	O
Canada	O
Trump	O
cho_hay	O
nhóm	O
cộng_sự	O
của	O
ông	O
đang	O
"	O
xem_xét	O
hàng	O
nghìn	O
cái	O
tên	O
"	O
có	O
khả_năng	O
được	O
hưởng	O
ân_xá	Pardon
vì	O
họ	O
đã	O
bị	O
đã	O
đối_xử	O
bất_công	O
hoặc	O
giam_giữ	Arrest-jail
quá	O
lâu	O
.	O

Ali	O
là	O
một	O
trong	O
số	O
đó	O
theo	O
Trump	O
dù	O
không	O
rõ	O
tại_sao	O
nhà	O
vô_địch	O
quyền	O
Anh	O
danh_tiếng	O
cần	O
lệnh	O
ân_xá	Pardon
bởi	O
ông	O
không	O
có	O
án	O
hình_sự	O
.	O

"	O
Tôi	O
đang	O
suy_nghĩ	O
về	O
Muhammad_Ali	O
rất	O
nghiêm_túc	O
"	O
tổng_thống	O
Mỹ	O
nói	O
.	O

Ông	O
Ali	O
sinh	Be-born
ra	O
ở	O
bang	O
Kentucky	O
dưới	O
cái	O
tên	O
Cassius_Clay	O
và	O
đã	O
đổi	O
tên	O
sau	O
khi	O
cải	O
sang	O
đạo	O
Hồi	O
vào	O
những	O
năm	O
1960	O
.	O

Ngoài	O
các	O
trận_đấu	O
quyền_anh	O
ông	O
còn	O
nổi_tiếng	O
với	O
các	O
hoạt_động	O
xã_hội	O
và	O
phản_chiến	O
.	O

Ali	O
từng	O
tuyên_bố	O
từ_chối	O
tham_gia	O
cuộc	O
chiến_tranh	O
của	O
Mỹ	O
ở	O
Việt_Nam	O
vì	O
niềm_tin	O
tôn_giáo	O
.	O

"	O
Tôi	O
chẳng	O
có	O
hiềm_khích	O
gì	O
với	O
Việt_Cộng	O
.	O

Chẳng	O
có	O
ông	O
Việt_Cộng	O
nào	O
gọi	O
tôi	O
là	O
mọi	O
đen	O
cả	O
"	O
là	O
câu	O
nói	O
đã	O
trở_thành	O
bất_hủ	O
của	O
Ali	O
khi	O
từ_chối	O
nhập_ngũ	O
.	O

Năm	O
1967	O
ông	O
bị	O
kết_án	Sentence
tù	O
và	O
tước	O
giấy_phép	O
thi_đấu	O
cùng	O
các	O
đai	O
vô_địch	O
hạng	O
nặng	O
.	O

Tuy_nhiên	O
đến	O
năm	O
1971	O
Toà_án	O
Tối_cao	O
đã	O
lật_ngược	O
bản_án	O
.	O

Luật_sư	O
của	O
ông	O
Ali	O
đã	O
ra	O
thông_cáo	O
từ_chối	O
lệnh	O
ân_xá	Pardon
của	O
ông	O
Trump	O
"	O
Chúng_tôi	O
đánh_giá	O
cao	O
thiện_ý	O
của	O
Tổng_thống	O
Trump	O
nhưng	O
lệnh	O
ân_xá	Pardon
là	O
không	O
cần_thiết	O
"	O
.	O

Ali	O
là	O
một	O
trong	O
số_ít	O
những	O
tay	O
đấm	O
vĩ_đại	O
của	O
lịch_sử	O
quyền_anh	O
.	O

Ông	O
treo	O
găng	O
năm	O
1981	O
sau	O
khi	O
thua	O
cuộc	O
trong	O
lần	O
thượng_đài	O
thứ	O
61	O
.	O

Không	O
lâu	O
sau	O
khi	O
giải_nghệ	O
ông	O
phải	O
điều_trị	O
Parkinson	O
chứng_bệnh	O
về	O
thần_kinh	O
.	O

Ngày	O
4/6/2016	O
ông	O
qua_đời	Die
ở	O
tuổi	O
74	O
sau	O
